account_id,customer_id,account_open_date,account_type,branch_id
ACC001205,93bfedcb-04f8-4521-9bb4-b5938efce8df,2023-09-20,SAVINGS,BRN028
ACC001206,4616d754-23e7-4e24-a038-8fdfd6da5b6d,2020-09-11,SAVINGS,BRN016
ACC001207,94efc716-4853-4e1c-ad3f-938ca3f97391,2023-03-31,CHECKING,BRN004
ACC001208,86f98333-d6b2-44a2-84e0-9177defd3837,2022-06-12,CHECKING,BRN028
ACC001209,a94899c4-81fd-4f54-90b5-58f63f114fe5,2020-10-20,CREDIT_CARD,BRN045
ACC001210,b816a82f-7dc2-4db7-b652-90048dffc93f,2024-02-20,CHECKING,BRN046
ACC001211,ea9d10c6-f6b7-4ff2-b732-e621b6d7d9e6,2022-02-20,SAVINGS,BRN015
ACC001212,3b53c9c0-2be0-49ad-bee1-3ddb96051006,2023-04-17,CREDIT_CARD,BRN003
ACC001213,1510d2da-8fb7-4aca-be7d-142d8eaaf40a,2021-05-03,CHECKING,BRN040
ACC001214,d0f80819-f17e-4c56-b5d9-a1a4bdce4f79,2023-07-17,CHECKING,BRN035
ACC001215,7a83d4fa-0f2f-4a03-b351-df88fb0130d9,2023-12-23,CHECKING,BRN020
ACC001216,a15b81a6-e9ad-4529-8318-73d2884510b0,2022-11-29,CHECKING,BRN002
ACC001217,639f1359-6a79-404e-a3a8-a296a976eb82,2023-11-18,CHECKING,BRN019
ACC001218,687da117-0740-47b8-a6d2-f07b051409ca,2020-12-19,CHECKING,BRN016
ACC001219,fd52538c-4b49-4b49-9e50-bb8faec67de1,2022-01-14,CHECKING,BRN036
ACC001220,1a5efb3f-bea7-4c6d-9eca-9041ebfe1959,2022-02-09,CREDIT_CARD,BRN042
ACC001221,4a0a77f7-918c-4e8b-a583-46c5d873ff02,2023-01-05,CHECKING,BRN016
ACC001222,5c11d4ca-285f-42ff-8897-cb4b73d3d254,2023-04-02,CREDIT_CARD,BRN028
ACC001223,f133e76c-45b2-4c60-8210-d4df32d99608,2023-07-21,SAVINGS,BRN022
ACC001224,f5fb25cb-7a48-431b-b82d-2ebd88502517,2023-02-15,CREDIT_CARD,BRN027
ACC001225,b2f0f381-4bb5-4cd0-a6e4-e008ca33d00a,2022-01-18,CHECKING,BRN043
ACC001226,bab65803-7d3b-4fdd-a1b9-9a87f92489f6,2023-08-04,CREDIT_CARD,BRN038
ACC001227,83972ecc-20d5-4ff2-9de7-923a186f764a,2022-04-18,CHECKING,BRN031
ACC001228,a25d0508-99e1-4d94-8b05-a574f0b85d27,2023-01-27,SAVINGS,BRN037
ACC001229,bff658a4-ea3c-4218-8393-17bafdc94a37,2023-01-10,CHECKING,BRN039
ACC001230,63138d53-2a60-4f43-ba47-878c2db753be,2023-02-27,CREDIT_CARD,BRN039
ACC001231,2e03f1b8-0dfd-41aa-a1c9-c1c22b1fc52c,2023-03-06,CHECKING,BRN037
ACC001232,e446ed57-766e-45c1-a472-52be8e30e2c8,2023-08-09,SAVINGS,BRN023
ACC001233,5a0b38fd-755f-4694-8354-17d68f7bc4b1,2023-07-28,CREDIT_CARD,BRN021
ACC001234,93f13d96-fa04-4dfc-afce-edd55f5b7ca4,2021-12-27,SAVINGS,BRN014
ACC001235,3ef2f23a-ddee-404a-8c75-77465224f826,2022-10-28,CHECKING,BRN034
ACC001236,41670f2b-9202-4775-804c-5094fa8b5bab,2022-12-09,CHECKING,BRN040
ACC001237,8bba7922-c59d-44f8-b88d-a9a41953b230,2023-11-26,SAVINGS,BRN018
ACC001238,20631be9-8589-456a-a0b3-70fce7a647f2,2020-07-21,CREDIT_CARD,BRN023
ACC001239,3f78b7ad-ffbe-417b-bf34-a0cf34651b96,2023-11-02,CREDIT_CARD,BRN020
ACC001240,7f56f712-a1c1-4965-83a7-65f26fa09b69,2020-08-13,CREDIT_CARD,BRN033
ACC001241,902ef2d2-ac18-49fa-9bed-baeea10076b4,2020-11-20,CREDIT_CARD,BRN016
ACC001242,a047f68b-04b7-4463-a992-a0ae3e6e8c55,2020-09-07,CREDIT_CARD,BRN028
ACC001243,0e1d532b-295f-4837-a62f-660458bb9fcd,2022-11-17,CHECKING,BRN012
ACC001244,7aeacefc-0fd9-4f57-8524-8ae5d53f4ae3,2022-11-01,CREDIT_CARD,BRN044
ACC001245,6549428a-d33c-4b00-89c3-afddad343590,2024-04-01,CHECKING,BRN007
ACC001246,6a56b094-6d2e-47d5-9f11-11a25ed3d4c2,2022-07-27,CREDIT_CARD,BRN032
ACC001247,37cb50b2-272e-40e2-a5c8-e420f6e68c0c,2024-01-12,SAVINGS,BRN028
ACC001248,a62da777-bb35-40e8-af34-e711518c53fa,2020-08-19,CREDIT_CARD,BRN003
ACC001249,95c58bda-4fea-4dfc-ad61-f6d1b13baf15,2023-09-23,CHECKING,BRN020
ACC001250,c2d20802-40c6-4d44-853d-b8ea1cb9ae48,2020-06-28,CHECKING,BRN046
ACC001251,a58a341b-e1e3-454b-b933-609442ee35ac,2024-02-28,SAVINGS,BRN007
ACC001252,7d7c1e91-da8c-4cfa-b12e-06ba7dcc82ee,2023-09-16,CHECKING,BRN036
ACC001253,52fe57b3-beb6-4630-a7ea-04f935c77467,2023-10-08,CHECKING,BRN024
ACC001254,6b6021b6-67db-4792-9928-1e02a15e2435,2021-09-27,CHECKING,BRN041
ACC001255,bd35f40f-a4a2-4e5e-8d76-22472fbd009e,2020-09-13,CREDIT_CARD,BRN028
ACC001256,dbf84840-7585-4e40-8bad-90de0faad10f,2022-03-08,SAVINGS,BRN048
ACC001257,375b3294-f410-4ab0-b2be-ca5cb0fff387,2020-08-29,SAVINGS,BRN033
ACC001258,90904259-bb53-44d5-8394-685d945b33f8,2022-12-21,CREDIT_CARD,BRN008
ACC001259,c5cf3f70-50fa-41f9-a9a4-6fc8c502713b,2023-01-31,CREDIT_CARD,BRN023
ACC001260,9ba47af5-401d-4c44-92ab-4994a48f2e03,2021-11-06,SAVINGS,BRN048
ACC001261,e895feac-7d2d-48e2-950c-b3aab0b8b347,2023-08-23,SAVINGS,BRN031
ACC001262,08c05852-7531-481b-baae-b4dc7e1c9883,2021-05-02,CREDIT_CARD,BRN011
ACC001263,4a632fed-da9c-457b-8c05-06a5c0b7c6c3,2022-12-22,SAVINGS,BRN027
ACC001264,b847eb64-9ae4-477d-af77-b5e42bb8635c,2024-03-15,SAVINGS,BRN009
ACC001265,83212e33-aa2b-4a66-a01e-dd70d4a26719,2021-12-29,SAVINGS,BRN006
ACC001266,66940fb1-159f-4cd8-ab93-c5b170f0100c,2023-08-05,SAVINGS,BRN039
ACC001267,b4301058-d119-47b5-a2fc-ba87e6ccd7a8,2020-11-16,SAVINGS,BRN012
ACC001268,e5153105-396d-4fcf-8fe6-e0ab5538b45c,2021-09-13,SAVINGS,BRN021
ACC001269,5690f472-37ed-4e5d-8f62-65d293ac4400,2021-02-18,CREDIT_CARD,BRN038
ACC001270,6c8aa444-cab3-46e7-bc80-a3e241d55e65,2022-09-07,SAVINGS,BRN040
ACC001271,73da4be6-127e-4ef4-9ab5-ccc6a69d2e18,2024-06-11,CHECKING,BRN006
ACC001272,e46fe7ef-a52f-44bc-bf14-751b86ee1d81,2024-02-01,CREDIT_CARD,BRN039
ACC001273,9f9ee92b-36bf-4f6e-b57d-6ae630b537c7,2023-10-06,CREDIT_CARD,BRN024
ACC001274,808d460a-1c90-4d1d-ab03-92e8dc82dc3e,2024-03-10,CREDIT_CARD,BRN030
ACC001275,e8855910-d21f-4ecf-8b38-80c5f398eef0,2021-02-09,CREDIT_CARD,BRN049
ACC001276,fcb8db8f-d378-40da-8203-faa1dec8da36,2021-03-10,CHECKING,BRN040
ACC001277,c3725596-e215-415e-9949-9156cc0e2d12,2020-07-09,CHECKING,BRN035
ACC001278,31140d5c-3226-4416-8497-9fcaa0cd6af0,2021-12-07,SAVINGS,BRN034
ACC001279,8359aa29-7437-4472-9bb3-eaa5e225a3d8,2023-07-11,CREDIT_CARD,BRN012
ACC001280,641ac5f4-9199-4821-a20a-b1118e306814,2022-11-19,CREDIT_CARD,BRN029
ACC001281,c26bb42c-0d79-4a44-a64c-8b160b98c115,2022-07-18,CREDIT_CARD,BRN048
ACC001282,ab1622b7-7dff-458b-966b-103b0d6fe31a,2022-02-13,CREDIT_CARD,BRN015
ACC001283,16d4168c-59fc-441c-9d50-5fc87709b8f6,2022-08-08,CREDIT_CARD,BRN024
ACC001284,a0b29110-86fc-4633-91b2-8c9234ba4d13,2023-09-06,SAVINGS,BRN037
ACC001285,22366775-e1d3-4ab5-b3be-8b652d77736c,2021-07-08,CHECKING,BRN037
ACC001286,d394aba0-fa43-4be7-8345-280a927b82a5,2022-10-01,SAVINGS,BRN034
ACC001287,2373cb43-788e-44cd-80be-06bd29947917,2022-06-09,CHECKING,BRN022
ACC001288,887fe262-368e-4dad-8606-c61b5ce8aa38,2022-06-16,CHECKING,BRN037
ACC001289,bb850851-8f68-4356-abc9-65aca6446c65,2021-08-25,CHECKING,BRN017
ACC001290,38c6d0e4-a447-4227-9580-c2806a4d365d,2021-03-08,SAVINGS,BRN009
ACC001291,c8881ef2-679c-44dd-99e2-f058d7d72161,2020-08-25,SAVINGS,BRN045
ACC001292,db19358b-a10a-4df2-a6df-5a36bc72d592,2022-08-15,SAVINGS,BRN026
ACC001293,80f55fa9-086c-4aa4-a02f-3ced248d299a,2022-06-30,SAVINGS,BRN017
ACC001294,9e37a937-c2ea-4366-b831-9a18e930c0c8,2022-09-19,CHECKING,BRN035
ACC001295,caa36e2c-ccc4-4627-81a6-72f02d7c56e6,2021-12-04,SAVINGS,BRN009
ACC001296,50eb79da-41e3-4b92-ab41-218758b62e1d,2024-05-02,CHECKING,BRN032
ACC001297,cdf23632-1d52-4a33-b564-3d8fc14a37d2,2022-09-08,CREDIT_CARD,BRN008
ACC001298,e8d93524-4fc6-44f6-9e76-6ad66efa732a,2021-01-30,SAVINGS,BRN043
ACC001299,e19b43cc-77bb-4b7f-a6eb-a540b7593925,2024-05-28,SAVINGS,BRN021
ACC001300,71154ffc-8f88-4590-b58a-dceb42b92139,2023-10-06,CREDIT_CARD,BRN044
ACC001301,7e819ce5-6a74-4490-99ff-415a9eb4b102,2022-12-09,SAVINGS,BRN033
ACC001302,a0b6ddae-d26d-497d-bd47-8c5cabc69b4c,2020-08-06,CHECKING,BRN030
ACC001303,bc93821d-336c-44a9-acbf-6632e8456b36,2024-04-09,CREDIT_CARD,BRN037
ACC001304,a9fd1db8-952b-4531-9029-bc5182ac2f50,2021-10-14,SAVINGS,BRN044
ACC001305,e57aec27-f4c9-4e41-b75b-dfb406101bb4,2020-12-10,CREDIT_CARD,BRN009
ACC001306,429003d3-767b-41c4-9bfd-73b30a76d52a,2023-03-10,CREDIT_CARD,BRN024
ACC001307,644a7ddb-76a1-4fe7-a80c-cfc266db1e41,2023-04-18,CHECKING,BRN049
ACC001308,3c4112f9-ee34-40a1-aef5-bd883c9cdf52,2024-03-05,SAVINGS,BRN041
ACC001309,c85e3500-2b22-4eab-bfb8-c7841cb8cac5,2024-02-17,SAVINGS,BRN006
ACC001310,a396d705-fa3e-4551-ac12-5e6fc41f0b64,2023-09-13,SAVINGS,BRN017
ACC001311,cad1c5db-1ed4-4b2e-9f9e-c38b6bc8a785,2023-10-12,SAVINGS,BRN039
ACC001312,7ef15158-8718-4ad1-80c0-20534ab75238,2021-06-16,CHECKING,BRN026
ACC001313,bc21eb23-40ec-4c5b-93ac-b526de542864,2022-05-25,SAVINGS,BRN004
ACC001314,c61d6621-11a6-4661-965e-f524bcefc6e1,2020-10-01,CREDIT_CARD,BRN048
ACC001315,1b87c891-8d3c-42bc-8527-a7761c70b58b,2023-10-22,CREDIT_CARD,BRN042
ACC001316,8f919093-b03f-40f0-932c-3806db5c9ddf,2022-03-24,SAVINGS,BRN047
ACC001317,e9017f34-f465-46ca-9fd3-e63da63eb263,2023-08-22,CREDIT_CARD,BRN015
ACC001318,6510f425-bd4d-4bb9-9fdd-1236d8785c55,2020-10-11,CHECKING,BRN022
ACC001319,e46fe7ef-a52f-44bc-bf14-751b86ee1d81,2020-10-04,CHECKING,BRN018
ACC001320,c5cf3f70-50fa-41f9-a9a4-6fc8c502713b,2021-06-27,CHECKING,BRN027
ACC001321,2bb4def8-420d-4a05-911c-20e81adbe4c6,2021-02-04,SAVINGS,BRN043
ACC001322,76ffe4eb-8c56-4792-a261-570529033ac2,2022-12-11,SAVINGS,BRN005
ACC001323,951ad9f8-bd30-4876-aea6-731bd78a438f,2021-09-26,CHECKING,BRN046
ACC001324,7d2b18b0-c882-46a0-bc23-f65652e46db1,2023-04-03,CREDIT_CARD,BRN012
ACC001325,6cbc6b2c-ec42-4356-aebf-5606c574bfb6,2023-10-08,CREDIT_CARD,BRN011
ACC001326,a9574ce4-25cc-4cf4-8a50-2c1af6470813,2024-02-16,SAVINGS,BRN031
ACC001327,12602ae0-36bf-4036-b928-1738b0abfc16,2020-09-05,CREDIT_CARD,BRN007
ACC001328,7b101c40-4773-4dff-8f30-aa719a2806b3,2022-02-24,CHECKING,BRN043
ACC001329,ee7eaf47-034b-45ef-a00d-1844e2b23b38,2023-09-08,SAVINGS,BRN017
ACC001330,4883181c-bccd-4983-bb57-350836f9c122,2022-12-10,CREDIT_CARD,BRN024
ACC001331,819fc54c-0ed5-49bd-b02d-138c637ed47c,2022-10-05,SAVINGS,BRN039
ACC001332,b5ebb5b3-b47d-47ae-b886-08742caafe5d,2023-07-17,CHECKING,BRN043
ACC001333,152cb950-1c39-4571-a6ab-ba8c7bdd628c,2020-09-04,CREDIT_CARD,BRN017
ACC001334,47a9c436-6087-44ab-a900-eb9934fc295e,2020-12-09,CHECKING,BRN024
ACC001335,5226bf60-011d-462e-944c-6c9812d25d5a,2023-08-15,SAVINGS,BRN038
ACC001336,5c90f305-5337-43a3-ad48-b2a1618fecec,2023-05-08,SAVINGS,BRN009
ACC001337,7b68bff3-0e56-4a2d-9164-b34b3c0a1f28,2021-01-24,SAVINGS,BRN034
ACC001338,7c9a2396-657f-4718-9d2c-9fbadd1e6907,2022-10-01,CREDIT_CARD,BRN026
ACC001339,8f2f396d-a013-4971-a0de-95448e3bac4a,2021-06-17,SAVINGS,BRN036
ACC001340,87fabbce-0dc0-4e37-a0af-1d7d71dc573d,2022-05-28,CHECKING,BRN027
ACC001341,9fda40d4-c6b3-422a-b1e2-c971cde21919,2022-06-01,CREDIT_CARD,BRN048
ACC001342,44b83fd5-dbee-4ec0-af6e-5df705c98717,2024-05-19,SAVINGS,BRN036
ACC001343,b7d8c6fc-aa2d-4a02-b6c7-baca3dc730fb,2021-10-24,CHECKING,BRN001
ACC001344,0555511c-48b5-4d5f-be39-cacd0251595b,2021-05-22,CHECKING,BRN034
ACC001345,9d49f770-19bf-4c31-9f60-c2884bd54abf,2022-09-13,CHECKING,BRN046
ACC001346,85df7bcb-9413-4bb9-9af9-19faea65b907,2023-11-02,CHECKING,BRN016
ACC001347,be828d9a-9d8c-4de9-96b1-bcc6dbaa3ee0,2024-01-29,CHECKING,BRN013
ACC001348,dda81790-4d0e-444d-8649-03003a340592,2022-09-15,SAVINGS,BRN048
ACC001349,a321235d-978c-40bd-ab56-e8a8f442b33b,2021-09-14,SAVINGS,BRN026
ACC001350,fb1399c8-bd39-409a-b678-c6cd80244baf,2023-05-19,CHECKING,BRN019
ACC001351,d60a238e-60eb-4a15-a7b2-261795a1f490,2024-01-29,CREDIT_CARD,BRN007
ACC001352,31e5fc5d-5599-4c2b-9439-9c8d3a8bfbdf,2022-01-09,CREDIT_CARD,BRN034
ACC001353,96d6a3d3-9d25-41ca-9768-1b6d956596e0,2023-09-07,CHECKING,BRN039
ACC001354,609afa5d-a39a-4fc5-b3e6-dde7c264308c,2022-05-03,CHECKING,BRN009
ACC001355,3b3120dc-806e-46e7-8eb5-55f16fe0fcda,2023-06-15,CREDIT_CARD,BRN024
ACC001356,fcf10798-b9e4-45f0-8e27-1642dcce5c71,2023-10-26,SAVINGS,BRN049
ACC001357,b233a3f5-5696-4a6f-8b0a-13df283ca99c,2020-08-05,CHECKING,BRN001
ACC001358,cced8e8c-95cf-467c-90d1-05b1fc4a5b80,2024-04-11,CREDIT_CARD,BRN010
ACC001359,61a2bc51-b368-4d30-813f-f4c8bc54897a,2023-04-25,CHECKING,BRN018
ACC001360,8f919093-b03f-40f0-932c-3806db5c9ddf,2023-06-12,SAVINGS,BRN001
ACC001361,9671448a-3502-40c3-801c-466098b0d3dc,2022-11-14,SAVINGS,BRN028
ACC001362,0d6d2f44-c036-42e1-b3cf-ce7dff8c58da,2023-10-27,SAVINGS,BRN014
ACC001363,55115e5b-ead3-432b-b42a-e3c2a8f2358e,2020-10-05,CREDIT_CARD,BRN003
ACC001364,34405fcb-dc21-4e6f-ac92-34045022b6ea,2020-09-30,SAVINGS,BRN048
ACC001365,e545ee76-1f87-4cb1-a211-e382059c42d9,2022-09-15,SAVINGS,BRN047
ACC001366,fab3aeb0-7cfe-48c9-a424-7138cdd338cf,2022-11-30,CHECKING,BRN041
ACC001367,5ec9bff5-bd4b-4372-81ea-c0caeaa28a30,2022-10-18,CREDIT_CARD,BRN029
ACC001368,8d34a755-43eb-44bc-a391-0cbdc2542d47,2021-10-07,SAVINGS,BRN008
ACC001369,8663b545-fe45-4a41-88b6-59d357f8421e,2021-02-02,CHECKING,BRN032
ACC001370,ad72fcab-7f66-4f96-814a-4ac13b65255a,2022-05-05,CHECKING,BRN009
ACC001371,c20d99a7-e57d-4530-8c05-fe1702aba475,2021-07-28,SAVINGS,BRN026
ACC001372,611b7dc1-140b-4bcf-9543-6280da9410e7,2022-03-06,SAVINGS,BRN026
ACC001373,5dafe1cb-697d-457e-9068-5058a2689e49,2023-03-05,CHECKING,BRN022
ACC001374,de3abe42-aabd-436a-8a8d-54cd4409fa91,2020-08-28,CHECKING,BRN036
ACC001375,0b5bc42c-e64d-4011-995c-55f49aa02c32,2023-02-13,SAVINGS,BRN044
ACC001376,012ec9dd-006b-4e32-82dd-d4d53358dd03,2023-10-02,CREDIT_CARD,BRN035
ACC001377,380d8c3b-7030-46d7-8872-c9a166d80868,2022-01-02,SAVINGS,BRN034
ACC001378,e38d299d-87a1-4c3b-b082-14c3af7cb820,2020-11-14,CHECKING,BRN031
ACC001379,256c2f1c-9bcb-419d-ab6f-6752b3c908b6,2021-01-01,CREDIT_CARD,BRN045
ACC001380,b8ab2885-7afc-4d62-88e4-dbdc83e6ef03,2022-09-19,CREDIT_CARD,BRN019
ACC001381,576f14cf-5604-4e65-a3ff-91aeb613c252,2022-09-15,CREDIT_CARD,BRN026
ACC001382,25d0efe0-6dee-422c-b9f8-6697a280ccf5,2022-01-24,CHECKING,BRN010
ACC001383,a7693b19-f948-40e6-806c-7b3d1b835089,2021-06-28,CREDIT_CARD,BRN028
ACC001384,0ec62784-ab38-4257-ad45-8af92a79360c,2021-01-02,CREDIT_CARD,BRN043
ACC001385,5f669c5e-b665-4f41-9b14-5e77807cba7f,2020-07-07,CHECKING,BRN026
ACC001386,4231e95e-8bdf-4660-a403-11f7d3380d80,2021-02-24,SAVINGS,BRN029
ACC001387,dfd196ea-ae7f-42e0-a392-9e85b3fe75a0,2022-02-27,SAVINGS,BRN007
ACC001388,22b88989-3f02-4ab0-a863-c8d9079063f3,2021-01-27,SAVINGS,BRN014
ACC001389,cdc28185-0060-45ef-93bf-58751545d1b3,2024-02-09,CREDIT_CARD,BRN040
ACC001390,dddca161-b4d2-43f5-b515-949c41c2f674,2023-05-23,CREDIT_CARD,BRN014
ACC001391,1f8ef1eb-91bb-411e-88a8-91263e140ddd,2021-02-16,CHECKING,BRN027
ACC001392,61f037cc-a405-4d9a-8660-fa000987639f,2022-11-21,CHECKING,BRN002
ACC001393,c323e0fb-ee10-4ed7-a76a-457d28249702,2021-08-22,SAVINGS,BRN018
ACC001394,3705c23f-eb78-4430-980f-129fe49dcb91,2021-05-15,SAVINGS,BRN047
ACC001395,db08fba2-1fd3-4acc-a8b3-e255aec6f868,2022-09-10,SAVINGS,BRN043
ACC001396,6ae3a7eb-4bf8-4ebe-8415-b96b600761da,2022-03-31,SAVINGS,BRN007
ACC001397,defa247e-d763-4bed-b337-c6a7f34c259f,2023-07-06,CREDIT_CARD,BRN035
ACC001398,d5760cf2-04f9-4870-8d61-45909f62b9f0,2022-08-10,CREDIT_CARD,BRN040
ACC001399,001445c3-9435-4606-9548-e2ca0c8cea36,2021-05-08,CHECKING,BRN012
ACC001400,5318047e-407c-4be4-868c-f8cc5fca2f42,2023-03-08,CREDIT_CARD,BRN023
ACC001401,cb097613-9c3c-4be4-b9c1-bdb79e201edc,2020-09-25,CREDIT_CARD,BRN036
ACC001402,016211c9-d6ee-4592-9881-baf9f2e6b45a,2020-07-18,CHECKING,BRN009
ACC001403,b512373c-e4e5-4313-a2c2-3b11b0cad8aa,2023-09-06,CHECKING,BRN031
ACC001404,53b69480-1bcc-4b54-b2f7-741bbc874c58,2023-11-18,CHECKING,BRN047
ACC001405,4d28ed87-0251-4796-97ae-abf773f79fad,2021-05-15,SAVINGS,BRN018
ACC001406,c694c423-0e5d-45ee-a784-45960dc7473a,2021-04-01,SAVINGS,BRN044
ACC001407,ccecb5dd-317d-4a42-99a0-4a451e262946,2021-09-18,CHECKING,BRN001
ACC001408,81c38b3b-4105-44ea-94bb-ae37f52ac5af,2020-09-19,CREDIT_CARD,BRN016
ACC001409,6e5dd896-65c7-4a4c-b56d-b914e3da512a,2020-09-08,CHECKING,BRN041
ACC001410,d2380de3-f2db-477a-99d0-6181e4ff26cc,2021-04-09,SAVINGS,BRN019
ACC001411,9c4a131e-ae5e-4ac0-98d9-c236869e3e9c,2024-05-30,SAVINGS,BRN030
ACC001412,3f9737b0-3d34-4379-a3de-c6e2d77540aa,2021-11-06,CREDIT_CARD,BRN028
ACC001413,074a410e-9af2-4b1e-83aa-83a1f0bfc9ae,2023-02-07,CHECKING,BRN038
ACC001414,46e40f5a-6696-41fd-bc96-85fe636092ad,2023-11-29,SAVINGS,BRN040
ACC001415,8e7e3ea2-44b5-4443-9ddb-cf85b09d9468,2021-06-03,SAVINGS,BRN013
ACC001416,b6805208-d522-4949-a390-88df98da0efd,2021-09-09,CHECKING,BRN047
ACC001417,5fcd0eab-16e5-4321-acda-3badac008294,2023-12-14,CHECKING,BRN001
ACC001418,47051118-64e8-43cc-b8c3-e83bf873ed5c,2023-05-12,CHECKING,BRN004
ACC001419,34558563-77b1-4636-9ca2-9e8ae15a8fd2,2024-01-13,CHECKING,BRN022
ACC001420,f16d5681-9951-4ddd-bf03-08369d86055b,2021-01-27,CREDIT_CARD,BRN025
ACC001421,278abcee-eea1-41ae-887b-71a31b0a6079,2022-02-24,CHECKING,BRN022
ACC001422,47783ab7-6bdd-42ce-9b01-c2a1892f769e,2023-11-13,CREDIT_CARD,BRN016
ACC001423,ab300e1d-dccd-40ad-b3e5-136563998f2f,2021-12-06,CHECKING,BRN010
ACC001424,b43e377a-4a4e-46db-b513-449f4e3ee1d1,2022-07-30,SAVINGS,BRN047
ACC001425,0e107d7c-592d-45a0-8227-455302665ced,2022-03-24,CHECKING,BRN031
ACC001426,11207b2f-684c-4b18-a922-b368f45ddcba,2023-02-03,SAVINGS,BRN015
ACC001427,e5dfb803-8f83-4488-b4a7-29727c8ddc6d,2023-08-28,CHECKING,BRN035
ACC001428,9a2baa70-0acd-4de4-baf4-5b236dd32912,2021-11-19,CHECKING,BRN016
ACC001429,e2027715-af03-49e6-a13d-e737b7cc7501,2022-05-13,SAVINGS,BRN005
ACC001430,49072eb7-6475-45e7-90bc-1926db503a16,2023-08-01,CREDIT_CARD,BRN030
ACC001431,be769663-b669-4e82-9d2a-68001ffa8a51,2024-01-13,CHECKING,BRN049
ACC001432,5d765f40-9ed2-41ae-9c8b-3f659ee2923d,2023-11-13,SAVINGS,BRN025
ACC001433,71a77592-fa7e-442b-ba78-960a423999b1,2022-12-29,CREDIT_CARD,BRN028
ACC001434,4a2acf7f-0fb7-4d95-80e1-f6df0463b1ec,2024-03-21,SAVINGS,BRN021
ACC001435,203861e0-a711-422e-aaa8-644b45986e8d,2021-11-03,SAVINGS,BRN001
ACC001436,f92b3bd5-e11d-4883-8bf1-dc85d219f2e0,2023-03-29,CREDIT_CARD,BRN023
ACC001437,e9c5414f-cbc0-47e9-b052-9fd3cc344b69,2023-05-20,CHECKING,BRN048
ACC001438,fdda41b5-d5c6-43fa-a5fa-ff0a629bec65,2022-12-20,CREDIT_CARD,BRN042
ACC001439,ce2acc70-dcb5-4696-9fc9-05e16fbfb8b3,2021-07-27,SAVINGS,BRN019
ACC001440,0d4f03de-784b-4192-a396-5a370864cf3e,2021-07-26,CHECKING,BRN032
ACC001441,d82762fa-910a-411a-9000-567dcf475925,2023-12-30,CHECKING,BRN048
ACC001442,9826fd37-0021-416b-a580-9cceb55cae64,2024-03-23,CREDIT_CARD,BRN006
ACC001443,a13cb5e6-3196-49b4-ae9d-e07ea5228f01,2022-09-10,CHECKING,BRN012
ACC001444,3d7d0687-a567-41e4-b06b-8fbd9324a76a,2021-06-22,SAVINGS,BRN043
ACC001445,36439464-6286-42ce-808e-4ec620624211,2023-08-24,SAVINGS,BRN029
ACC001446,4bcba1b6-9759-4cdf-846c-2bb25f9657fa,2023-06-01,CHECKING,BRN014
ACC001447,66a91e6e-09c5-4f35-85f5-e6874441807a,2020-12-19,CHECKING,BRN044
ACC001448,0ec647a3-9bb4-4a2f-bea4-b398fbadb0c7,2023-11-20,CREDIT_CARD,BRN016
ACC001449,2d07d41c-8334-4b62-a643-26aebc1b6900,2023-10-19,CHECKING,BRN026
ACC001450,b5125270-8152-4753-8bb2-7f728d42ba55,2021-12-10,CHECKING,BRN010
ACC001451,506f6001-633f-4a50-9219-def85e8a695b,2022-02-25,CREDIT_CARD,BRN030
ACC001452,2eea7629-1d5b-4e94-862e-4b2025f5af57,2022-09-15,CREDIT_CARD,BRN012
ACC001453,beb0acfb-ff83-4a45-9f37-c704e5d4c17d,2022-04-05,CHECKING,BRN041
ACC001454,070220a9-8216-49c1-ba4a-946815f49f79,2023-06-05,CHECKING,BRN025
ACC001455,5d341ca3-dad1-4365-95a1-796b664f86ec,2020-10-18,CREDIT_CARD,BRN015
ACC001456,202c643d-81b1-4ff3-8d84-2bf64399f479,2022-04-19,CREDIT_CARD,BRN032
ACC001457,e0337b04-4114-4790-afaa-77abe0dd0012,2023-04-11,CREDIT_CARD,BRN037
ACC001458,192a18c1-a54f-49e6-b7ba-33e7c12f098d,2021-09-06,CREDIT_CARD,BRN030
ACC001459,cabf5b8a-187a-46d4-8e99-4ebcd9cf0b4e,2021-06-19,CREDIT_CARD,BRN029
ACC001460,3e65c2c3-0ff5-40da-8006-0669fce361eb,2023-01-14,CREDIT_CARD,BRN003
ACC001461,dcdc7537-6f26-43d8-b245-eeb58697f756,2021-06-18,CREDIT_CARD,BRN004
ACC001462,0ba6c59b-6b09-4fb9-a107-dc76852e5d5a,2024-04-06,SAVINGS,BRN031
ACC001463,79acf20b-c928-476f-8d05-c6827254c9c3,2022-12-23,CHECKING,BRN028
ACC001464,9aac427e-64ae-4442-b65e-e286d17e39b2,2022-01-02,SAVINGS,BRN045
ACC001465,79d7d9f2-1c1c-4010-9218-cf3beb2129eb,2023-11-28,CHECKING,BRN042
ACC001466,898a0849-bdf5-45c8-a4aa-178c20cfcfb5,2023-03-15,SAVINGS,BRN046
ACC001467,76032596-cf2f-4905-963b-30cd0b3215fe,2023-04-17,CREDIT_CARD,BRN016
ACC001468,5f049b27-3ba6-44d2-889f-e090be780e29,2022-06-09,CREDIT_CARD,BRN019
ACC001469,56735329-55e0-4166-814a-5f8e58fabc89,2020-10-13,CHECKING,BRN005
